collect_doc_no,doc_no,title,url,channel_name,site_name,source_name,collected_date,sentiment,hashtags,related_words,eval_words
14308510749,BL000000014308510749,"와일드 터키(Wild Turkey), 까르보나라와 함께한 크리스마스 홈파티",https://blog.naver.com/diary_1207/224134082858,블로그,네이버블로그,우당탕탕 이층의 일상,2026-01-04,긍정,"와일드터키,버번위스키,스카치위스키,버번위스키스카치위스키차이,까르보나라,리얼까르보나라,까르보나라만드는법,크리스마스,출산,홈파티,스테이크,스테이크굽는법,연말파티,까르보나라레시피,파스타만드는법,파스타,까르보나라소스,파스타면삶는시간,파스타만들기","대장,버팔로,허브,성탄절,새해,오늘,크리스마스이브,준비,참고,후기,예정,결혼,바탕,기분,마지막,기념,종류,와일드,가격,호불호,대표,개인적,맛평가,차이,존재,평가,정통,인상,특유,알코올,처음,취향,시작,초간단,유통기한,확인,코너,득템,할인,굽기,구석,이름,기억,주기,영상,재료,완성,옥수수,스파게티면,과일치즈,고기,스테이크고기,베이컨,계란,노른자,후추,올리브유,소금,바닐라,올리브,양송이버섯,양파,카라멜,버번위스키,위스키,버번,까르보나라,스테이크,안주,프라이,스테이크 파스타,카라멜향,단맛,냄비,냉장고,강판,접시,프라이팬,자취,마사지,홈파티,마커,모금,경력,만삭,출산,와일드 터키,스카치 위스키,맥켈란,라프로익,글랜피딕,청정원,트레이스,유튜브,와이프,경력자,튀르키예,마트","특별하다,이름 모르다,대박나다,선호하다,가격대 다양하다,할인 있다,잘하다,간단하다,충분하다,확실하다,강하다,따뜻하다,안좋다,좋아하다,고생 많다,건강하다,마시기 좋다,밝다,궁합 잘맞다,묵직하다,무겁다,향 올라오다,향 진하다,스파이시한향,스파이시하다,달콤하다,고소하다,단맛"
14310743979,BL000000014310743979,대구 수성구 들안길 맛집 단체회식 룸 가족모임 식당 마블드한우,https://blog.naver.com/lemon8363/224134761213,블로그,네이버블로그,일상 즐거움,2026-01-05,긍정,,"입안,오늘,예전,지금,신년,시간,기념일,단체회식,가족모임,영상,오픈,생각,대박,사람,발걸음,방문,소개,위치,회식,매장,주차,공간,근처,이용,덕분,내부,분위기,운영,최상급,가격,퀄리티,예약,안내,주변,느낌,비주얼,환상,맞춤,맞춤형,이벤트,현수막,제작,사진인화,수용,대형,마련,신년회,장소,프라이빗,전달,연장,진행,시작,마블링,굽기,숯불,순간,기본,조합,서브,사이드,특유,대접,행복,만끽,가족,이유,마무리,손님,센스,생신,상사,기념,고민,변화,자랑,단체,한우,특수부위,살치살,고기,대구,갈비,와사비,소금,된장,샐러드,채소,위스키,하이볼,반찬,재래기,케이크,가니쉬,양식,식사메뉴,된장찌개,냉면,살얼음,찌개,식사,메뉴,식감,감칠맛,얼음,4인 테이블,하이볼잔,우리집,빔프로젝트,크루즈,셋팅,사진,예술,변화구,사인볼,마커,장로,생일파티,회식모임,모임,가성비,퇴직,이용가,삼성,한우통갈비,마블,선수,우리 가족,주인공,사장,부모,대구 수성구,수성구,들안길,맛집,식당,모임장소,광역시,대구광역시,주차공간,주차장,공영주차장,회식장소,육가공공장,프라이빗룸","인기 있다,반응 뜨겁다,다채롭다,노릇노릇하다,괜찮다,잘먹다,눈 즐겁다,조합 다채롭다,가성비 즐기다,취향저격,사랑하다,기분 좋다,즐기다,좋다,소문 자자하다,가족 편안하다,편안하다,오붓하다,시간 있다,힘들다,충분하다,진하다,가족 좋다,센스 돋보이다,퀄리티 좋다,귀하다,비쥬얼 감탄하다,화려하다,돋보이다,빛나다,어울리다,잘 어울리다,깔끔하다,맛집,맛있다,진한 육즙,육즙 감탄하다,신선하다,잘구워내다,풍미 잡다,풍미 주다,감칠맛,깊은 맛,맛 자랑하다,맛 느끼다"
14316821594,BL000000014316821594,[부산 해운대 위스키] 앤트하우스 ㅣ 해운대 위스키 오늘 하루를 버틴 당신에게 건배를,https://blog.naver.com/withhy4901/224137512837,블로그,네이버블로그,꒰১일상 속 행복 공유໒꒱,2026-01-07,긍정,"해운대바,해운대위스키,해운대술집추천,해운대앤트하우스,앤트하우스,위스키,해운대로데오맛집,해운대로데오술집","개미,직장,신경,오늘 하루,오늘,하루,건배,주제,분위기,소개,근처,접근성,위치,건물,로컬,느낌,입구,계단,전체적,덕분,몽환,체스판,소품,클래식,감성,무드,좌석,공간,남자친구,뒷모습,모형,포인트,개인적,메뉴판,마음,생각,제조,방식,설명,알못,주문,초심자,세트,종류,검정색,고급,최고,상태,표시,순서,취향,경험,체험,원픽,요청,사각,장난,오만,주접,도수,서비스,고객,구성,처음,추천,메뉴,얼음,고기,위스키,싱글몰트,버번,고량주,블렌디드,안주,훈연,니트,루비,조명,액자,온더락잔,하우스,정리,지하철,로데오,포스팅,문구,마커,퇴근,직장인,직원,서비스직,종사자,종사,스키마,조니 워커,라스,부산,해운대,술집,광역시,부산광역시,해운대구,구남로,해운대역,출구,흡연실,병원,위스키바,맛집","고급스럽다,분위기 좋다,짱 좋다,마음에 들다,만족하다,가고 싶다,따봉,제대로이다,접근성 좋다,느낌 좋아하다,좋다,웃기다,헷갈리다,힘들다,위스키 좋다,부담스럽다,겁나다,소소하다,행복한 하루,접근성짱,생각 좋다,마시기 좋다,밝다,몽환적이다,예쁘다,감성적이다,귀엽다,귀엽지 않다,센스 만점,가볍다,달달한 향,향 부드럽다,맛있다,스파이시하다,맛집,조용하다"
14321900781,BL000000014321900781,안양 인덕원 bar 숨겨있는 이색 칵테일바 [루한],https://blog.naver.com/seina0903/224139593869,블로그,네이버블로그,까다로운 레이나의 맛집 여행기,2026-01-08,긍정,"왓츠인마이블로그,2025블로그챌린지,인덕원bar","입안,사과나무,장미꽃,평일,지금,발렌타인데이,이색,남자친구,근처,발견,공유,전반적,우드,단체석,추천,위기,순간,느낌,웰컴드링크,컨셉,리프레시,상태,구비,시그니처,주문,도수,재료,제조,체크,리듬,탄산,레전드,베이스,수제,밸런스,최소,광경,다음,연인,여자,생각,건조,퀄리티,일반,비교,스몰토크,인지,더블,방법,미온수,마지막,리얼,처음,도전,이벤트,고기,소세지,하몽,치즈,시럽,샤인머스켓,과일,청포도,메론,바나나,딸기,살구,생딸기,과육,과자,초콜릿,바나나칩,캔디,CANDY,칵테일,위스키,맥주,트로피컬,토닉워터,버번위스키,과즙,브랜디,슬러시,안주,마르게리따 피자,감자튀김,훈연,기본안주,음식,과일맛,바질향,단맛,간판,인테리어,룸테이블,테이블,빔프로젝터,항공대학교,교수,공부,모티브,경기,주심,마커,데이트,이색데이트,퇴근,경력,버팔로 윙봉,앱솔루트 페어,기네스,초코파이 정,발베니,루한,오션,바텐더,사장,안양,인덕원,칵테일바,압구정,청담,핫플,경기도,안양시 동안구,술집,룸술집,강남,범계,캘리포니아주","분위기 있다,분위기 좋다,흔하지않다,특별하다,만족하다,좋아보이다,부담 없다,가격 감사하다,가격 너무하다,저렴하다,가격 비싸다,돈 아깝다,추천하다,강추,먹고 싶다,느낌 좋다,데이트 좋다,느낌 있다,이상 있다,좋다,감사하다,다양하다,웃기다,스모키하다,재미있다,청량감,간단하다,좋아하다,제대로되다,퀄리티 좋다,미치다,신기하다,조명 예쁘다,예쁘다,상큼하다,세심하다,독특하다,비주얼 예쁘다,예쁘지않다,잘 어울리다,텁텁하다,당도 다르다,단맛,곁들이기좋다,달달하다"
14328826910,BL000000014328826910,[버번 위스키 #10] 버팔로 트레이스 (Buffalo Trace) 45%,https://blog.naver.com/hann7/224141072106,블로그,네이버블로그,신경외과 척추내시경전문 남원장,2026-01-11,중립,"버팔로트레이스,버번입문,버번3대장","버팔로,이글,입안,대장,과거,오늘날,데일리,지금,소개,이야기,제품소개,브랜드,나라,확장,포트,지역,이동,흔적,개척,이동경로,기원,시작,소규모,석회암,재배,환경,시대,이름,이유,제조,지속,시기,기술,숙성,노하우,사람,단절,연속성,레어,전설적,라인업,구입,장소,도수,종류,가격,난이도,개인,만족도,만족,참고,생각,검은색,질감,오크,중간,기승전결,일화,탄생,배경,입문,세계,선사,과일향,옥수수,바닐라,블랙체리,카라멜,버번위스키,버번,위스키,의약,강의,탐험,마커,독립전쟁,산업,생산,합법적,법적,석회,소수,와일드 터키,홈플러스,스카치,아이리시 위스키,아메리칸 위스키,트레이스,챗지피티,George,인디언,미국,서부로,켄터키,강변,증류소,안산","유명하다,특별하다,비싸다,제대로 하지않다,허가 받다,진하다,좋다,위스키 흥미롭다,흥미롭다,재미있다,짜릿하다,자연스럽다,깔끔하다,부드럽다,질감 부드럽다,향 나다,은은하다,맛있다,입맛 맞다,달콤하다,곡물 고소하다"
14337373275,BL000000014337373275,일상56(알코올 모음집4),https://blog.naver.com/nothingness123/224145596335,블로그,네이버블로그,nothingness,2026-01-13,긍정,"프레스코발디와인,덕혼디코이멀롯,메이커스마커,헨드릭스진,보테가리몬칠로,지드래곤하이볼,조니워커블랜드,모델로맥주,사러가막걸리,복분자주,조니워커블랙","스모키,오랜만,지금,식전,여름,예전,영원,일상,알코올,경험,가짜,가죽향,추억,가격대,중간,타바코향,도전,장미향,매력,마실,궁합,검정색,클래식,마무리,조각,콘도,이탈리아 여행,모음집,포스팅,마커,면세,스모크향,바디감,과실향,초콜릿향,오이향,음식,견과류,과실류,레몬,복분자,건과일,바닐라,와인,디저트와인,레드와인,위스키,하이볼,진토닉,식전주,블랜드,맥주,막걸리,디저트,양식,감자전,닭한마리,피자,페어링,끼안띠 클라시코,모스카토 다스티,모스카토,조니 워커,디코,파우나,지드래곤,레스토랑,편의점,이탈리아,면세점,우리나라","검붉다,괜찮다,비싸다,가성비 좋다,구매하다,추천 받다,마시기 좋다,기름지다,무난하다,좋다,간단하다,상큼하다,안 어울리다,잘 어울리다,상쾌하다,시원하다,향 깊다,향 가볍다,가벼운 향,향 나다,향 상큼하다,맛있다,바디감 무난하다,달달하다,깊은 맛,맛 무난하다,맛이 없다"
14343568979,BL000000014343568979,아이스로 아메리카노 한 잔이요,https://blog.naver.com/299458/224148012206,블로그,네이버블로그,299792458,2026-01-15,긍정,,"정수리,균류,핑키,가슴,지금,담날,오랜만,주말,크리스마스이브,성탄절,다음날,시간,저녁,점심,아침,오후,아이스,정규,시작,요청,사항,마지막,고민,여자,상하,혼밥,달인,혼자,여운,레전더리,삭제,닉값,오바쌈바,수직상승,대체,흑백,필터,컨디션,감상,가격,봉지,주제,몸값,구경,방어,갑분아,번개,기본,토크,장난,선물,친구,미라클모닝,급행,나라,행복,에디션,존귀,현실,손절,빈티지,유리,우드톤,우드,분위기,저격,마스코트,세안,마음,하늘,퀴즈,미녀,도착,커플,등장,이상,착석,가능,순삭,생존,이름,뇌절,드립,기억,러브,스위트,계속,유행,럭키걸,럭키,남자친구,난리,찐따력,글자,디깅,무한반복,마무리,처음,죽음,공간,간술,공유,티어,메모,비행,계절,재미,유독,비율,하트,관리,안심,TMI,계획,느낌,색감,추가,소규모,스팸,시름,시간표,정지,정지선,불가항력,자기애,포인트,잠꾸러기,해피,상승,케어,제품,기름,미라클,모닝,불안,사랑,남자,무한,완성,규모,아웃,두부,베이글,치즈,대방어,닭똥집,생선,고기,우삼겹,계란,닭가슴살,등심,조개류,조개,하몽,삶은 계란,통닭,닭발,가리비,와사비,코인육수,된장,쌈장,고춧가루,들기름,마라소스,감자,트러플,명이나물,알배추,다진마늘,딸기,메론,나물,배추,마늘,송이,채소,생초콜릿,초콜릿,초코,아메리카노,커피,아이스아메리카노,녹차라떼,라떼,말차,소맥,녹차,브랜디,마라샹궈,마라탕,국물,티라미수,홀케이크,닭발튀김,버거,감자전,트러플파스타,컵라면,라면,초코베이글,초밥,디저트,초코케이크,육수,된장찌개,안주,묵은지,돈까스,냉우동,등심카츠,김치찜,토핑,가리비치즈구이,김치볶음밥,채소찜,반숙,중식,딤섬,케이크,튀김,파스타,우동,김치,구이,숙취해소,피스타치오,푸드파이터,레시피,저당,메뉴,냉털,초코맛,셰프,냉장,패딩,교복,교복치마,치마,아웃핏,카페트,조명,가구,소파,창문,해머,인테리어,규조토발매트,택배상자,상자,글라스,보틀,냉장고,중문,배송,픽업,전화,택배,렌즈,배터리,집전화,숙취해소제,비행기,학기,종강,계절학기,시험,중학생,알파벳,스킨케어 제품,스킨,브러싱,붓기,네일,유화,노래,완성본,경주여행,숙소,비엔비,여행 블로그,여행,계획여행,줌바댄스,인형,소설책,마커,카공,블로그,소설,뽑기,레저,관람차,모임,인형뽑기,결제,단가,영업,코인,소비,신드롬,숙취,비듬,보상심리,리소스,디엠,에어팟,롯데,위고비,엽기떡볶이,롯데몰,용성통닭,백억커피,맥켈란,크로프트커피,초코송이,오제제,짜파게티,픽베이크,붕어싸만코,세터,브랜디멜빌,세라,아따맘마,캐캐체,신한,벅스,인스타그램,더엠브로시아,에어비앤비,홍대,터래기,정인지,호날두,수아,소연,나메코,민서,데이데이,서현,은수,고마츠 나나,오빠,할아버지,할머니,회장,아버지,여왕,불당,천안역,속초시,해변가,바다,가게,카페,수원,행궁동,두바이,아프리카,학교앞,사천,여행사,천안시,경주,학교","인테리어 좋다,사람 많다,잘먹다,좋게하다,노래 좋다,손절,비싸다,취향저격,가고 싶다,마시고 싶다,먹고 싶다,좋다,안좋다,개꿀,감사하다,노력하다,최애,열받다,즐기다,엄청나다,좋아하다,불안하다,사랑하다,커피 좋다,초코 좋다,귀찮다,힘들다,남다르다,시간 없다,웃기다,지나치다,묵묵하다,분위기 오지다,짜증나다,싫어하다,미안하다,강하다,살 찌다,귀엽다,미친놈,지랄하다,야무지다,존귀,귀엽지 않다,예쁘다,처먹다,예쁜 남자,못하다,섹시하다,아늑하다,찐따,꾸러기,부드럽다,맛있다,맵다,기름기 올라오다,커피 맛있다,맛있는 곳,맛없다,맛 떨어지다"
14352352938,BL000000014352352938,2025년 연말~2026년 1월 업적: 음주와 폭식 1탄,https://blog.naver.com/star__secret/224151193848,블로그,네이버블로그,제티언니 메모장,2026-01-18,긍정,"가족연말파티,아바타3,강남,사당,상수,금문고량주,먹부림","발목,강아지,아기강아지,거북,머리,연말,하루,단기간,기간,토요일,일요일,연초,점심,구정,생일,새해,영원,시간,아침,오전,일주일,새벽,업적,증량,블로그글,마지막,미녀,알코올,방어,저장,사람,웨이팅,현실,생각,헐레벌떡,메뉴판,남자,대표,시비,실수,도게자,순간,기억,사과,화해,인간,생일선물,케이스,그룹,회식,예감,상황,이야기,진심모드,준비,가족,합동,용돈,만취,카운트,다운,친구,어른이,어른,지역,일반관,인기,알부자,부자,문제,결론,선물,신년계획,고민,마무리,회피형,모습,지지부진,불도저,일기,기분,계속,진정,다음,구경,수면,모드,해제,이유,찬조,공짜,반갈죽,명란,갑오징어,오징어,불고기,양꼬치,양갈비,양고기,고기,음료수,커피,소주,말차,고량주,조개찜,술찜,야끼소바,티라미수,말차케이크,갑오징어 불고기,오징어 불고기,음주,식단,메뉴,땅콩,테이블,접시,베란다,화장실,회전문,전화,핸드폰,치료,택시,사진,노래,관악,운동,블로그,마커,송년회,연말파티,생일파티,민정,주주총회,카드,회사,수지,법카,출장,조기퇴근,퇴근,야근,경찰,폭식,장님,거북목,기절,상수,케이스티파이,스타벅스,홍과장,제티,이가네,유니클로,아바타: 불과 재,아이맥스,CGV,카카오톡,맹구,카야,홍길동,개리,안나,과장,사장,아버지,어머니,예비남편,아기,팀장,리더,상수역,사당역,동네,합정,특별시,서울특별시,마포구,독막로,강남,강남역,강남구,테헤란로,테헤란,동작구,동작대로,외양간,카페,남부순환로,서점,삼성역,순대국집","사람 많다,만족하다,끝내주다,추천 받다,가깝다,도망치다,아프다,좋아하다,미안하다,잘하다,좋다,슬프다,홀가분하다,찜찜하다,안봐도 뻔하다,뜻깊다,만취하다,제대로이다,지지하다,싫어하다,먹고 싶다,민망하다,만만하다,말 잘하다,미치다,귀엽다,멋있다,스윗하다,가볍다,맛있다,억지로 먹다"
14353247214,BL000000014353247214,히로시마 돈키호테 위스키 가격정보 후지그랜드 위스키 가격정보 200ml 미니어쳐 위스키,https://blog.naver.com/ysb66ysb/224151177222,블로그,네이버블로그,봉봉이네 여행일기,2026-01-19,중립,"일본,히로시마,여행,위스키,주류,가격정보,돈키호테,후지그랜드,위스키가격,500ml,200ml,미니어쳐,면세한도,350ml","가격,정보,그랜드,공유,구매,구경,가족,방문,오픈,도착,바람,재미,올드,로얄,한정판,엔트리급,대체적,합리적,디자인,초점,위치,인터넷면세점,혜택,이상,할인,시리즈,일반,판매,제품,가격할인,콜라보,일본여행,여행,미니어쳐,마커,포스팅,면세,면세한도,결제,금액,결제일,보모,몰트,위스키,주류,하이볼,정리,요이치,돈키호테,산토리,잭다니엘,카발란,와일드 터키,라프로익,보모어,발렌타인,에비스,신세계면세점,롯데면세점,롯데면세,글렌피딕,발베니,맥라렌,롯데카드,엔트리,토스페이,달마,히로시마,마트,일본,면세점,미야기","빈약하다,구매하다,사고싶다,비싸다,가격 합리적,할인 받다,후지다,빠르다,중요하다,다양하다,재미있다,좋다,좋아하다,아쉽다,아쉬운 마음,못하다"
14355173009,BL000000014355173009,송리단길 맛집 빅풋 하이볼바 분위기 좋은 데이트 장소,https://blog.naver.com/beany90/224152331099,블로그,네이버블로그,DOBBY IS FREE,2026-01-19,긍정,"빅풋하이볼바,송파맛집,송리단길맛집,송파술집,송리단길술집,송파나루역맛집,송파나루역술집,송파나루역,잠실술집추천,잠실하이볼바,잠실데이트,잠실소개팅,송리단길데이트,송리단길소개팅,송리단길데이트코스,송리단길하이볼바","커트,영업시간,매주,월요일,요일,정기휴무,오늘,후기,고민,분위기,위치,매장,정보,라스트오더,도보,내부,전반적,대화,인지,방문,커플,세팅,느낌,포인트,덕분,공간,설명,탄산,선택,마실,메뉴판,주문,영수증리뷰,작성,증정,리뷰이벤트,진행,참고,알콜향,전체적,예정,냄새,합격,조합,마지막,서비스,감성,마커,데이트장소,소개팅,집들이,데이트,선결제,직원,메뉴,음식,불향,식감,간장베이스,김부각,닭목살,고기,양념,생와사비,와사비,진저,나물,젤리,위스키,하이볼,탄산수,진저에일,토닉워터,탄산수하이볼,육회,감태김밥,김밥,바지락술찜,닭목살구이,구이,안주,기본안주,참나물,상추무침,참나물무침,인테리어,조명,테이블,식기,팝콘치킨,꾀돌이,산타,송리단길,맛집,하이볼바,서울 송파구,백제고분로,특별시,서울특별시,송파나루역,출구,골목,잠실,술집","분위기 좋다,차분한 분위기,디테일 신경쓰다,술안주 만족스럽다,안주 만족스럽다,만족하다,추천하다,좋다,소소하다,취향 맞다,힘들다,제대로이다,느끼하지않다,귀엽다,아기자기하다,꾸미다,자연스럽다,테이블 귀엽다,상큼하다,감성적이다,잘 어울리다,부드럽다,가볍다,부드러운 식감,과하지 않다,은은하다,향 과하지않다,맛집,맛있다,달지않다,위스키 풍미있다,풍미 만족스럽다,풍미 있다,풍미 살다,맛 가득하다,담백하다,퍽퍽하지않다,쫄깃하다,시끄럽지않다,조용하다"
14355180387,BL000000014355180387,강민경 위스키 뚜껑 따는 방법 미쉘꾸브어 미셸쿠브어 오픈 어떻게 여나요,https://blog.naver.com/qrwdr/224152333874,블로그,네이버블로그,"경험, 위스키, 이야기",2026-01-19,중립,"강민경위스키여는법,미쉘쿠브어여는법,미셸쿠브어여는법,미셸꾸브어여는법,미셸쿠브어위스키오픈,인트라바간자오픈,오버에이지드여는법,강민경위스키,강민경위스키이름,미쉘쿠브어위스키,미셸쿠브어종류,미셸쿠브어코르크,인트라바간자코르크,프랑스위스키,강민경위스키따개,미쉘쿠브어인트라바간자,미셸쿠브어인트라바간자,미쉘쿠브어오버에이지드,미셸쿠브어오버에이지드,미쉘쿠브어cs,미셸쿠브어도수,미쉘쿠브어와인오프너,강민경위스키와인오프너,위스키따개,프랑스위스키종류,스플래쉬인터내셔널,미퀠쿠브어도수,미셸쿠브어뚜껑,미쉘쿠브어뚜껑,intravaganza","왁스,파리,주말,새벽,뚜껑,방법,오픈,라이브,이벤트 당첨,원기옥,인생,당첨,동행,처음,마실,도수,가격,형성,문제,상황,발생,단계,제품,오버,인지,이름,의미,마크,동일,가능,절대적,중간,위치,개똥,주변,코르크,형식,도구,사용,추가,최고급,석회암,숙성,고급,불편,파리여행,지우개,면세,아몬드,해산물,위스키,와인,쉐리,소금커피,치킨,석회,와인오프너,오크통,GS25,꾸브라꼬,메이커스 마크,쿠브,강민경,미쉘,형님,큰형,한국어,이탈리아어,용산,프랑스,면세점,리쿼샵,대한민국,녹지","다채롭다,사치스럽다,황당하다,재미있다,잘모르다,정확하다,중요하다,연결 되지않다,어지럽다,눅눅하다,간편하다,위스키 진득하다,화려하다,독특하다,뚝심 있다,어우러지다,잘 어울리다,지저분하다,쌉쌀하다"
14358523248,BL000000014358523248,나고야 위스키 불모지에서의 위스키투어 나름의 수확과 면세점 주류코너,https://blog.naver.com/kms791414/224153663205,블로그,네이버블로그,미수의 식도락 여행기,2026-01-20,중립,"왓츠인마이블로그,2025블로그챌린지","당일,하루,불모지,수확,주류코너,꼭대기,오른쪽,가능,고민,스피릿,판매,알맹이,가격,선택,나라,에디션,지하,매장,GATE,store,발견,목적,구입,쿠폰,감동,눈빛,할인,먹이,종류,블랑,블루,시리즈,전리품,선물,매입,골드,전반적,스위트,비용,수수,장어,위스키,와인,리큐어,NAG,박스,비콘,투어,마커,터렛,면세,카드,계산,현금,매입가,금액,에이즈,퍼센트,빅카메라,더 글렌리벳,글렌터렛,와일드 터키,조니 워커,야마자키,마커스,셀러,나고야,면세점,일본,장어집,주류판매점,사카에,후쿠오카,지하철역,백화점,나고야역,대한민국,전당포,공항","종류 많다,가격 괜춘하다,수수료 있다,비싸다,합리적 가격,저렴하게 구입하다,저렴하다,가고 싶다,사고싶다,좋아하다,후회하다,소중하다,맛있다"
14359434176,BL000000014359434176,"가진 건 없지만 사람으로 가득 채운, 그리고 고양이를 곁들인 - 12월 일기",https://blog.naver.com/reasonpic_/224153984633,블로그,네이버블로그,바다가 되어 하늘을 구경할래,2026-01-21,중립,,"고양이,대가리,다리,뱃살,얼굴,빵댕이,엉덩이,손가락,강아지,개구리알,주댕이,송곳니,눈알,너구리,돼지,뒤통수,오리,머리,가마우지,내장,개구리,반달가슴곰,연말,새해,지금,오랜만,아침,초기,오늘,현대,저녁,작년,점심,어제,생일,내년,성탄절,당일,주말,시간,사람,일기,생각,다짐,주변,친구,조립,광기,난리,구경,점검,주인,사랑,적응,철수,꼬라지,의미,미니,표정,햄부기,글자,방법,개막,반납,노숙자,소리,마감,타임어택,시작,대리구매,입장,동시,테스트,기억,이벤트,사이즈,해명,아저씨,홀로,인수,비주얼,모양,오픈,티켓,인증샷,모습,풍경,단풍,장면,공간,무늬,궁디,하늘,높이,구라,상황,발생,추가,주차,입뺀,등록,집주인,바람,명품,거울샷,화면,페트,기타,요리용,매번,대형,도착,아줌마,총각,옆자리,당혹,부담,루틴,최후,멤버,후기,참석,포기,다음,무드,탐구,한정,다인원,골드,화해,완료,마지막,라운드,차이,깃털,분리,귀국,더블,네컷사진,테마,부자,부스,시대,최고,보양,커플,처음,동기,추억,방어,막차,귀가,미수,신고,고무,봉지,기름냄새,기름,둔갑,편식,외출,어르신,생신,흥분,순위,공개,발견,어른,지옥,행사,회식,라이브,세션,다이어트,감량,증량,느낌,증기,필수,웨이팅,미숙,마중,퇴장,쪽지,랜덤,내용,대기,계획,권력,영수증,길이,걱정,탈출,크기,취침,고앵이,정산,조합,예정,진행,무사,합류,리뷰,기대,대박,얼먹,처녀,검색,유리,세계,건물,논쟁,구매,정석,재롱,모자이크,냄새,뿌리,외관,장난,추천,첨가,리버뷰,특별,초록색,햇빛,계속,미혼,여성,휴먼,술밥,보리,식빵,당면,베이글,미숫가루,고기,어묵,오징어,구슬 아이스크림,계란,아이스크림,통다리,치즈,살코기,크림치즈,연어,소고기,생크림,크림,장어,닭발,쏘가리,양미리,석화,된장,참기름,다대기,후추,양념,홍시,딸기,당근,배추,양배추,대추,버섯,시금치,복숭아,양파,감자,할라피뇨,감자칩,음료수,아이스티,차음료,막걸리,소주,아이스아메리카노,칵테일,샴페인,소맥,네그로니,하이볼,커피,콜라,주류,위스키,말차,된장찌개,반찬,무스,마라탕,족발,김치,빙수,김밥,라면,육회,치킨,감자탕,또띠아,토스트,한식,안주,튀김,감자튀김,디저트,닭도리탕,보양식,파스타,수육,계란후라이,국물,소세지빵,야키토리,꼬치,중식,감바스,어묵탕,굴전,상추 참치 비빔밥,비빔밥,크림리조또,떡볶이,츄러스,꼼장어,케이크,시금치덮밥,덮밥,칼국수,계란죽,돼지고기 김치찌개,쿠키,카레,김밥전,닭갈비,머핀,바베큐,순대국,순대,피자,메뉴,요리,아침밥,카페인,식사,입맛,식후,잠옷,후드,유니폼,지갑,주머니,가방,키링,침대,테이블,책장,천장,코타츠,인테리어,장판,프레임,상자,대야,바구니,바가지,핫팩,박스,가마솥,음료홀더,냉장고,밥통,우리집,엘리베이터,바닥,통창,정리,배송,배달,설치기사,픽업,배달부,TV,모바일,밴드,찜질,기차,택시,버스,연말콘서트,콘서트,사진,스토리,가요,노래,무대,캐롤,가사,애니,해외축구,종이봉투,장난감,보드게임,티켓팅,낮잠,주사위,총게임,스탬프,문구,방탈출,블로그,모음집,그네,놀이기구,캠핑,애옹이,사료,스크래처,모임,전화통화,파티,미팅,춘천여행,숙소,펜션,여행,국경,자국,카드,결제,회사,사면,호적,몸살,감기,소화,고소공포증,공포증,도둑,사기,사건,미수범,알바,인수인계,시위,사회,금관,아방가르드,인공지능,사이버,AI 기술,스탠바이미,더현대,하이디라오,서울감자탕,바다회사랑,불닭,엽닭,스트로베리 초콜릿 생크림,스타벅스,춘천닭갈비,쿠앤크 크림,바틀샵,샤넬,마르니,빌라레코드,나솔,이혼숙려캠프,오하아사,르노,다방,유튜브,트위터,배달의민족,B마트,바이브,멈머,춘식이,민호,햄토리,이춘식,샤갈,산타,라바,가로우,언니,동생,시장,가수,아버지,딸내미,청소년,어머니,이모,롯데월드타워,타워,경주,카페,무덤,국립박물관,박물관,마트,주차장,편의점,식당,일본,찜질방,라바트,가게,위층,자메이카,삼각지,용산,놀이터,공항,병원,또랑,롯데월드,포차,노래연습장,소극장,극장,맛집,출구,소양강,스카이워크,춘천시,마켓,지하도,순대국집,레고랜드","사람 많다,이름 모르다,이꼬라지,한정적,잘먹다,별로다,수상하다,구매하다,가고 싶다,고기 야들야들하다,빠르다,잘 어울리다,맛있다,달달하다,고소하다,맛 신기하다,맛집,맛있는진 모르다,맵다,맛없다,맛있는것 같다,칼칼하다,맛나 보이다,아름다운 풍경,멋진 뷰,뽀얗다,짜임새 있다,종이 좋다,의미 없다,따로놀다,좋다,피곤하다,배부르다,웃기다,귀찮다,쉽다,봉투 좋다,널널하다,요상하다,도망치다,노을 아름답다,신나다,감사하다,이상하다,모자르다,아프다,놀랍다,잘못되다,먹고 싶다,짜증나다,이해하다,잘못하다,웨이팅 빡세다,노곤하다,싫다,기분 나쁘다,심심하다,억울하다,좋아하다,황송하다,눈부시다,기막히다,재미있다,무섭다,망연자실하다,축하하다,가깝다,즐겁다,반갑다,잘하다,설레다,황홀하다,행복하다,겁나다,부담스럽다,아깝다,궁금하다,슬프다,할 말이 없다,언급하다,당황스럽다,건강하다,겁 없다,멋있다,밝다,귀엽다,차분하다,미치다,지랄하다,눈알,아름답다,예쁘다,자태 섹시하다,섹시하다,쿨하다,못하다,뽀용하다,맑다"
